ReturnID,OrderID,OrderLineID,ReturnDate,ReturnReason,QuantityReturned
901727,504980,1,2024-12-22,Better Price Found,3
901728,505460,1,2024-12-14,Better Price Found,3
901729,503952,1,2024-10-27,Defective,3
901730,507274,1,2025-04-16,Defective,3
901731,504555,2,2024-11-06,Defective,5
901732,510421,2,2025-11-12,No Longer Needed,6
901733,514203,5,2026-07-15,Wrong Item,6
901734,513281,2,2026-05-04,Better Price Found,2
901735,512777,1,2026-04-19,Defective,5
901736,501217,2,2024-04-05,Wrong Item,1
901737,508204,1,2025-06-28,Defective,1
901738,511316,1,2026-01-01,No Longer Needed,2
901739,506140,2,2025-01-31,Damaged in Shipping,4
901740,508869,3,2025-08-01,Better Price Found,1
901741,509348,2,2025-09-08,Defective,3
901742,512958,5,2026-04-10,No Longer Needed,3
901743,502101,3,2024-06-11,No Longer Needed,2
901744,507121,1,2025-04-17,Defective,4
901745,514519,1,2026-08-15,Wrong Item,3
901746,505919,2,2025-01-27,Defective,5
901747,508409,2,2025-07-09,Damaged in Shipping,5
901748,511764,1,2026-01-31,Defective,3
901749,512525,2,2026-03-10,Better Price Found,3
901750,511557,1,2026-01-02,Defective,4
901751,507962,3,2025-06-06,No Longer Needed,5
901752,508988,1,2025-08-24,Damaged in Shipping,4
901753,511445,3,2026-01-15,Wrong Item,2
901754,502248,1,2024-06-18,No Longer Needed,6
901755,502206,5,2024-06-16,Defective,4
901756,502444,3,2024-07-09,Damaged in Shipping,4
901757,504008,1,2024-10-24,Defective,5
901758,509254,1,2025-09-10,Defective,2
901759,500185,3,2024-02-01,Defective,1
901760,508933,1,2025-08-19,Damaged in Shipping,4
901761,504985,3,2024-11-25,No Longer Needed,1
901762,514303,2,2026-07-06,Damaged in Shipping,3
901763,514106,1,2026-06-27,Defective,3
901764,512467,2,2026-03-05,No Longer Needed,3
901765,502522,1,2024-07-05,Wrong Item,2
901766,514599,2,2026-07-30,Wrong Item,5
901767,513471,2,2026-05-24,Defective,4
901768,504131,1,2024-11-04,Damaged in Shipping,1
901769,501132,2,2024-04-03,Better Price Found,1
901770,508358,4,2025-07-04,Damaged in Shipping,5
901771,501895,2,2024-06-04,Better Price Found,4
901772,508628,5,2025-07-24,Better Price Found,1
901773,505316,2,2024-12-25,Damaged in Shipping,2
901774,504499,3,2024-11-29,Better Price Found,5
901775,500059,2,2024-01-20,Better Price Found,1
901776,514415,2,2026-08-02,Wrong Item,6
901777,501269,1,2024-04-13,Better Price Found,5
901778,500846,2,2024-03-11,Better Price Found,1
901779,502267,1,2024-06-25,Defective,5
901780,506022,1,2025-02-04,Better Price Found,1
901781,502620,5,2024-07-23,Damaged in Shipping,1
901782,503072,1,2024-08-12,Damaged in Shipping,5
901783,508534,2,2025-08-01,Better Price Found,1
901784,500901,1,2024-04-06,Damaged in Shipping,2
901785,511599,2,2026-01-05,No Longer Needed,1
901786,502716,1,2024-07-26,Wrong Item,6
901787,510813,2,2025-12-04,Better Price Found,5
901788,504558,1,2024-11-24,Better Price Found,2
901789,504048,2,2024-10-24,No Longer Needed,1
901790,512800,1,2026-03-28,Damaged in Shipping,1
901791,508858,1,2025-08-12,Defective,4
901792,504928,4,2024-11-24,Better Price Found,4
901793,503820,4,2024-09-24,No Longer Needed,4
901794,509818,1,2025-10-15,Defective,5
901795,507786,3,2025-06-05,Defective,4
901796,511631,3,2026-01-12,Defective,1
901797,514004,4,2026-06-24,No Longer Needed,4
901798,509013,1,2025-08-27,Better Price Found,6
901799,512496,2,2026-03-12,Defective,3
901800,501517,4,2024-05-11,Defective,1
901801,502859,1,2024-08-16,No Longer Needed,1
901802,501724,1,2024-05-27,Damaged in Shipping,2
901803,510237,1,2025-11-28,No Longer Needed,4
901804,509277,5,2025-09-10,Better Price Found,1
901805,513640,2,2026-05-19,No Longer Needed,5
901806,502757,4,2024-08-07,Better Price Found,1
901807,513018,2,2026-05-01,Better Price Found,5
901808,502231,3,2024-06-17,Wrong Item,6
901809,507151,1,2025-04-24,Better Price Found,2
901810,513433,2,2026-05-17,Damaged in Shipping,2
901811,509158,4,2025-09-13,Defective,2
901812,500716,2,2024-03-19,Damaged in Shipping,3
901813,514588,5,2026-08-13,Wrong Item,2
901814,507177,2,2025-04-28,Wrong Item,2
901815,507726,4,2025-05-25,Defective,4
901816,506141,2,2025-01-22,Better Price Found,5
901817,508339,2,2025-07-06,Defective,5
901818,513017,5,2026-04-23,Better Price Found,5
901819,512171,4,2026-02-15,Wrong Item,4
901820,504997,1,2024-12-11,No Longer Needed,4
901821,507335,2,2025-04-24,Wrong Item,2
901822,504188,2,2024-11-07,Defective,3
901823,507164,3,2025-04-30,Wrong Item,3
901824,513852,1,2026-06-15,Damaged in Shipping,4
901825,508958,3,2025-08-27,Wrong Item,1
901826,501991,5,2024-06-22,Damaged in Shipping,4
901827,500822,1,2024-03-24,Better Price Found,2
901828,506385,1,2025-02-16,Defective,1
901829,510270,1,2025-11-10,Better Price Found,5
901830,511741,1,2026-01-13,Better Price Found,3
901831,510535,1,2025-11-17,No Longer Needed,2
901832,509444,1,2025-09-26,Better Price Found,2
901833,504172,1,2024-10-30,No Longer Needed,5
901834,508934,3,2025-08-13,Wrong Item,1
901835,506437,4,2025-03-10,Wrong Item,3
901836,503226,3,2024-08-22,Defective,2
901837,513650,2,2026-05-20,Defective,1
901838,503105,1,2024-08-14,Wrong Item,3
901839,513240,1,2026-04-27,Wrong Item,2
901840,509234,1,2025-09-01,No Longer Needed,2
901841,504125,2,2024-10-14,Better Price Found,2
901842,505292,1,2024-12-29,Better Price Found,3
901843,500998,2,2024-04-09,Damaged in Shipping,3
901844,513956,1,2026-06-26,Defective,2
901845,501119,4,2024-04-14,Wrong Item,5
901846,508824,2,2025-08-14,Damaged in Shipping,2
901847,501544,1,2024-05-04,Wrong Item,3
901848,505826,1,2025-01-08,No Longer Needed,2
901849,511757,5,2026-01-04,Damaged in Shipping,1
901850,506753,2,2025-03-12,No Longer Needed,1
901851,501892,1,2024-05-20,Defective,1
901852,505423,4,2025-01-10,Defective,2
901853,501288,1,2024-05-04,No Longer Needed,6
901854,501225,3,2024-04-19,Wrong Item,1
901855,507321,1,2025-04-26,No Longer Needed,2
901856,500552,3,2024-02-28,Better Price Found,6
901857,509550,1,2025-10-13,Wrong Item,4
901858,512742,3,2026-04-04,No Longer Needed,4
901859,505008,1,2024-11-26,Better Price Found,3
901860,502868,5,2024-07-29,Better Price Found,4
901861,511559,1,2025-12-30,No Longer Needed,4
901862,511314,1,2025-12-29,Defective,2
901863,505217,1,2024-12-27,Damaged in Shipping,1
901864,512931,3,2026-04-04,Wrong Item,2
901865,513876,2,2026-06-03,Defective,1
901866,505122,2,2024-12-13,Defective,1
901867,510026,4,2025-10-28,Defective,2
901868,512124,4,2026-02-22,Better Price Found,1
901869,511098,1,2025-12-27,Damaged in Shipping,1
901870,502834,4,2024-08-07,No Longer Needed,4
901871,513811,1,2026-06-08,Better Price Found,5
901872,501490,1,2024-04-28,Wrong Item,1
901873,507337,2,2025-04-22,Defective,5
901874,500899,3,2024-03-23,Defective,4
901875,507677,1,2025-05-12,Wrong Item,1
901876,507797,2,2025-06-10,No Longer Needed,4
901877,500152,2,2024-01-31,No Longer Needed,4
901878,514519,4,2026-07-30,Damaged in Shipping,6
901879,512720,2,2026-03-30,Wrong Item,5
901880,513968,2,2026-06-22,Wrong Item,4
901881,512138,3,2026-02-12,Defective,4
901882,511172,1,2026-01-02,No Longer Needed,5
901883,500340,2,2024-02-10,Wrong Item,4
901884,509151,1,2025-08-29,Defective,2
901885,507207,3,2025-04-11,Defective,1
901886,503971,2,2024-10-29,Better Price Found,2
901887,504538,5,2024-11-08,Better Price Found,5
901888,506750,1,2025-04-06,Wrong Item,3
901889,506052,1,2025-01-24,Better Price Found,4
901890,500075,3,2024-01-29,No Longer Needed,5
901891,511759,3,2026-01-18,No Longer Needed,3
901892,511990,1,2026-02-16,No Longer Needed,3
901893,501697,1,2024-05-14,Defective,3
901894,510690,2,2025-11-28,Better Price Found,3
901895,509046,4,2025-09-07,Damaged in Shipping,5
901896,507298,2,2025-05-09,Better Price Found,4
901897,513312,4,2026-05-22,Wrong Item,1
901898,511295,3,2026-01-06,Wrong Item,4
901899,510938,3,2025-12-23,Wrong Item,3
901900,501385,2,2024-05-01,Wrong Item,3
901901,510631,1,2025-12-03,Damaged in Shipping,1
901902,508434,1,2025-07-10,Defective,5
901903,506193,5,2025-02-21,No Longer Needed,3
901904,504925,1,2024-12-04,Wrong Item,4
901905,509644,1,2025-10-01,Damaged in Shipping,5
901906,505987,1,2025-01-16,Damaged in Shipping,4
901907,503273,2,2024-09-01,No Longer Needed,2
901908,511238,1,2025-12-31,Damaged in Shipping,3
901909,508690,3,2025-08-03,Wrong Item,3
901910,507701,1,2025-05-20,Damaged in Shipping,6
901911,506241,5,2025-02-05,Defective,2
901912,503723,1,2024-09-17,Wrong Item,3
901913,504354,1,2024-11-13,Wrong Item,5
901914,512544,1,2026-03-30,Wrong Item,4
901915,507473,1,2025-05-18,Wrong Item,3
901916,512818,5,2026-04-10,No Longer Needed,2
901917,512134,3,2026-02-12,Defective,6
901918,513674,1,2026-06-20,Defective,3
901919,506580,5,2025-03-21,Defective,1
901920,512653,3,2026-03-28,Damaged in Shipping,2
901921,507372,5,2025-05-08,Damaged in Shipping,5
901922,513908,2,2026-07-01,Wrong Item,5
901923,509667,3,2025-10-10,Better Price Found,1
901924,508420,3,2025-07-29,Wrong Item,2
901925,505331,1,2024-12-10,Damaged in Shipping,4
901926,506245,3,2025-02-02,Damaged in Shipping,1
901927,510646,3,2025-12-16,Defective,4
901928,512674,2,2026-03-29,No Longer Needed,5
901929,508138,1,2025-06-28,Wrong Item,3
901930,502037,1,2024-06-06,Defective,2
901931,508746,2,2025-07-24,No Longer Needed,3
901932,504884,1,2024-12-13,No Longer Needed,6
901933,501518,2,2024-04-25,Damaged in Shipping,2
901934,508128,2,2025-06-30,No Longer Needed,4
901935,510051,1,2025-10-21,Defective,4
901936,510855,3,2025-12-18,Wrong Item,2
901937,505628,1,2025-01-09,Defective,6
901938,513137,1,2026-04-20,Better Price Found,2
901939,512522,3,2026-04-03,Damaged in Shipping,2
901940,503803,3,2024-10-17,Better Price Found,2
901941,506829,2,2025-03-31,Better Price Found,6
901942,507212,2,2025-04-18,Better Price Found,5
901943,514626,4,2026-07-29,Defective,3
901944,502996,2,2024-08-16,Better Price Found,5
901945,510123,2,2025-10-28,Wrong Item,3
901946,512816,1,2026-03-31,Damaged in Shipping,5
901947,502172,1,2024-06-16,Damaged in Shipping,2
901948,511221,1,2025-12-24,Better Price Found,2
901949,503479,5,2024-09-15,Damaged in Shipping,2
901950,505388,3,2024-12-29,Defective,1
901951,503019,4,2024-08-08,No Longer Needed,5
901952,511144,4,2026-01-02,Damaged in Shipping,2
901953,509028,1,2025-08-28,Better Price Found,1
901954,514269,2,2026-07-09,No Longer Needed,4
901955,504738,4,2024-12-10,Better Price Found,3
901956,505276,3,2024-12-30,Damaged in Shipping,2
901957,505390,2,2024-12-17,Damaged in Shipping,4
901958,510294,2,2025-11-21,Better Price Found,4
901959,504687,3,2024-12-02,Wrong Item,1
901960,512711,1,2026-03-31,No Longer Needed,5
901961,501013,1,2024-04-20,No Longer Needed,1
901962,504547,4,2024-11-08,Damaged in Shipping,1
901963,514019,1,2026-06-17,Wrong Item,2
901964,514635,3,2026-08-22,No Longer Needed,1
901965,503209,1,2024-09-09,No Longer Needed,2
901966,505700,1,2025-01-14,No Longer Needed,2
901967,504342,3,2024-11-22,Damaged in Shipping,1
901968,501615,1,2024-05-09,Defective,4
901969,511517,1,2025-12-29,No Longer Needed,3
901970,512672,4,2026-04-02,No Longer Needed,6
901971,506204,3,2025-02-14,Defective,3
901972,507265,2,2025-04-22,Wrong Item,5
901973,510277,2,2025-12-01,Wrong Item,5
901974,504864,1,2024-12-03,Damaged in Shipping,4
901975,505191,1,2024-12-15,Damaged in Shipping,3
901976,512648,1,2026-04-09,Better Price Found,1
901977,500536,2,2024-02-22,Defective,1
901978,504500,2,2024-11-27,Better Price Found,2
901979,510728,4,2025-12-16,Wrong Item,4
901980,507843,5,2025-06-16,No Longer Needed,4
901981,513983,1,2026-06-30,Better Price Found,3
901982,513394,3,2026-05-16,Better Price Found,5
901983,509978,1,2025-10-28,Damaged in Shipping,2
901984,502398,5,2024-07-01,Defective,5
901985,508904,2,2025-08-14,Damaged in Shipping,5
901986,513837,2,2026-06-14,No Longer Needed,3
901987,511445,4,2026-01-17,Defective,3
901988,514050,3,2026-06-20,Wrong Item,4
901989,508679,3,2025-07-29,Damaged in Shipping,5
901990,500053,1,2024-01-16,Damaged in Shipping,1
901991,507341,4,2025-04-29,Damaged in Shipping,3
901992,511905,2,2026-01-25,Better Price Found,4
901993,504157,1,2024-11-01,Wrong Item,1
901994,504750,1,2024-11-27,No Longer Needed,1
901995,506741,1,2025-03-29,Wrong Item,3
901996,514265,1,2026-07-14,Defective,4
901997,505990,1,2025-01-22,Wrong Item,4
901998,510851,2,2025-12-17,No Longer Needed,4
901999,507140,5,2025-04-14,Wrong Item,2
902000,513819,2,2026-06-25,Defective,4
902001,506554,5,2025-03-09,Better Price Found,4
902002,510652,1,2025-11-28,No Longer Needed,5
902003,501511,3,2024-05-11,No Longer Needed,4
902004,508559,3,2025-07-30,Better Price Found,1
902005,502230,1,2024-06-12,Better Price Found,3
902006,514404,2,2026-07-14,Defective,5
902007,500340,4,2024-02-24,Better Price Found,1
902008,505363,1,2025-01-06,Better Price Found,2
902009,502961,3,2024-08-14,Defective,2
902010,500192,5,2024-02-07,Defective,5
902011,513038,5,2026-05-07,Better Price Found,1
902012,511662,4,2026-01-25,No Longer Needed,5
902013,502368,4,2024-07-05,Damaged in Shipping,1
902014,511753,4,2026-01-30,Wrong Item,4
902015,504078,2,2024-10-23,Wrong Item,1
902016,501385,1,2024-04-25,Better Price Found,6
902017,510136,2,2025-11-21,Wrong Item,2
902018,505102,3,2024-12-25,Damaged in Shipping,5
902019,511254,1,2025-12-26,Defective,1
902020,507613,4,2025-05-09,Better Price Found,1
902021,504157,2,2024-11-08,Defective,4
902022,512038,1,2026-01-29,Damaged in Shipping,2
902023,500753,2,2024-03-30,Better Price Found,4
902024,502188,4,2024-06-27,Defective,5
902025,508029,1,2025-06-06,Damaged in Shipping,2
902026,501923,2,2024-05-27,Wrong Item,2
902027,505457,1,2024-12-29,Better Price Found,5
902028,502314,1,2024-06-22,Wrong Item,4
902029,500062,4,2024-01-19,Wrong Item,5
902030,510148,2,2025-10-28,Damaged in Shipping,5
902031,511317,5,2026-01-04,Wrong Item,1
902032,503743,3,2024-09-18,Damaged in Shipping,2
902033,511476,1,2025-12-31,Damaged in Shipping,4
902034,508472,1,2025-07-30,Better Price Found,1
902035,504940,2,2024-11-30,Defective,2
902036,512253,2,2026-02-28,Better Price Found,5
902037,506509,2,2025-03-06,Wrong Item,6
902038,503533,5,2024-09-28,No Longer Needed,1
902039,504523,4,2024-11-05,Defective,3
902040,513898,4,2026-06-24,Wrong Item,3
902041,503720,2,2024-09-24,Defective,1
902042,506861,3,2025-04-12,No Longer Needed,4
902043,507529,4,2025-05-14,Damaged in Shipping,4
902044,508464,1,2025-07-17,Defective,5
902045,512445,1,2026-03-02,Damaged in Shipping,3
902046,513234,2,2026-04-28,Wrong Item,1
902047,507811,3,2025-06-11,Defective,3
902048,512333,4,2026-02-28,Wrong Item,5
902049,509530,2,2025-10-10,Wrong Item,2
902050,511685,3,2026-01-07,Defective,5
902051,511202,5,2025-12-28,Wrong Item,1
902052,504245,2,2024-11-08,Damaged in Shipping,2
902053,508489,1,2025-07-19,Damaged in Shipping,2
902054,500541,5,2024-03-08,Damaged in Shipping,5
902055,506546,1,2025-03-21,Damaged in Shipping,2
902056,504119,3,2024-10-25,No Longer Needed,5
902057,511047,1,2025-12-07,Defective,3
902058,510349,2,2025-11-13,Damaged in Shipping,4
902059,505577,4,2024-12-21,Defective,3
902060,512767,1,2026-04-11,Wrong Item,1
902061,506817,1,2025-04-02,Defective,5
902062,502758,1,2024-07-16,Better Price Found,5
902063,500316,2,2024-02-20,No Longer Needed,4
902064,512156,4,2026-02-08,Damaged in Shipping,4
902065,502326,3,2024-06-26,Defective,5
902066,503699,2,2024-10-12,Better Price Found,4
902067,513996,2,2026-06-20,Better Price Found,1
902068,503839,3,2024-09-28,Damaged in Shipping,4
902069,501659,1,2024-05-23,Defective,2
902070,511678,2,2026-01-05,Damaged in Shipping,2
902071,501534,3,2024-05-07,Defective,4
902072,507457,3,2025-05-16,No Longer Needed,4
902073,501903,1,2024-06-13,Wrong Item,3
902074,510014,2,2025-11-15,Defective,3
902075,508660,3,2025-08-12,Wrong Item,2
902076,507512,4,2025-05-08,Better Price Found,2
902077,501678,4,2024-05-18,Better Price Found,1
902078,513453,2,2026-05-25,No Longer Needed,5
902079,508663,4,2025-07-28,Wrong Item,4
902080,513704,3,2026-06-13,No Longer Needed,2
902081,507507,2,2025-05-22,Wrong Item,4
902082,504923,2,2024-11-24,Defective,4
902083,505196,1,2024-12-22,Defective,1
902084,513124,4,2026-04-21,Wrong Item,3
902085,506606,5,2025-03-18,Wrong Item,2
902086,507189,3,2025-05-01,Defective,2
902087,511968,1,2026-01-21,No Longer Needed,1
902088,502836,1,2024-08-07,Wrong Item,6
902089,514032,2,2026-06-20,Better Price Found,6
902090,502368,2,2024-06-20,Better Price Found,1
902091,511106,4,2025-12-31,Wrong Item,5
902092,506327,3,2025-02-27,Better Price Found,2
902093,509906,3,2025-10-25,Better Price Found,2
902094,508112,1,2025-06-16,Wrong Item,4
902095,513570,4,2026-06-01,Damaged in Shipping,1
902096,513818,4,2026-06-13,Defective,4
902097,512782,1,2026-04-02,Better Price Found,2
902098,502734,2,2024-08-01,Damaged in Shipping,4
902099,508667,2,2025-08-01,Better Price Found,2
902100,510962,3,2025-12-13,No Longer Needed,4
902101,511645,3,2025-12-29,Defective,3
902102,500301,1,2024-02-19,Wrong Item,1
902103,506910,1,2025-04-19,No Longer Needed,3
902104,503699,1,2024-09-16,Wrong Item,4
902105,502681,2,2024-07-22,Better Price Found,3
902106,511418,2,2026-01-04,Defective,3
902107,501097,4,2024-04-21,No Longer Needed,3
902108,514074,2,2026-06-28,Wrong Item,2
902109,505744,1,2025-01-20,Damaged in Shipping,1
902110,513692,1,2026-06-02,Better Price Found,3
902111,507095,1,2025-04-12,Damaged in Shipping,1
902112,501934,4,2024-06-14,No Longer Needed,1
902113,503262,4,2024-08-24,No Longer Needed,5
902114,506769,1,2025-03-31,No Longer Needed,4
902115,506255,4,2025-02-16,Better Price Found,4
902116,513593,1,2026-05-23,Better Price Found,3
902117,511896,5,2026-01-13,Defective,1
902118,513691,1,2026-05-24,Better Price Found,2
902119,509349,4,2025-09-14,Better Price Found,4
902120,504338,1,2024-11-20,Wrong Item,2
902121,501866,5,2024-05-18,Damaged in Shipping,5
902122,504762,1,2024-12-03,Defective,3
902123,504773,1,2024-12-14,Wrong Item,6
902124,500804,2,2024-03-07,Wrong Item,5
902125,502306,1,2024-06-19,Damaged in Shipping,6
902126,513644,1,2026-05-22,Wrong Item,2
902127,510594,2,2025-12-05,Damaged in Shipping,6
902128,508467,1,2025-07-26,Defective,3
902129,502335,2,2024-06-23,Damaged in Shipping,2
902130,501555,3,2024-05-01,No Longer Needed,1
902131,508187,1,2025-07-08,Damaged in Shipping,6
902132,507106,2,2025-04-19,Defective,1
902133,503772,1,2024-10-11,Wrong Item,1
902134,502670,3,2024-08-05,Wrong Item,2
902135,514547,4,2026-08-17,Better Price Found,6
902136,500670,2,2024-02-29,No Longer Needed,1
902137,506745,4,2025-03-31,Defective,3
902138,511718,5,2026-01-23,Damaged in Shipping,4
902139,505894,2,2025-01-15,Better Price Found,6
902140,507501,3,2025-04-30,Better Price Found,6
902141,506417,1,2025-02-17,Better Price Found,2
902142,513632,2,2026-06-05,No Longer Needed,4
902143,502370,1,2024-07-11,Damaged in Shipping,4
902144,514411,3,2026-07-30,No Longer Needed,1
902145,509724,4,2025-10-11,Better Price Found,1
902146,513207,2,2026-05-05,Damaged in Shipping,3
902147,505555,2,2025-01-09,Better Price Found,3
902148,512356,2,2026-03-17,Defective,5
902149,509141,2,2025-09-14,Defective,1
902150,506261,1,2025-02-09,Better Price Found,5
902151,510680,1,2025-11-20,Defective,1
902152,506534,1,2025-03-08,Better Price Found,3
902153,507811,2,2025-05-28,No Longer Needed,3
902154,510272,4,2025-11-19,No Longer Needed,1
902155,513183,2,2026-05-08,No Longer Needed,2
902156,507936,1,2025-05-31,Damaged in Shipping,1
902157,506567,3,2025-03-06,Better Price Found,5
902158,507673,3,2025-06-05,Better Price Found,1
902159,507362,4,2025-04-28,Better Price Found,3
902160,510996,2,2025-12-18,No Longer Needed,1
902161,502032,2,2024-05-29,Damaged in Shipping,2
902162,513960,4,2026-07-04,Damaged in Shipping,5
902163,504986,2,2024-11-30,Wrong Item,5
902164,506251,2,2025-01-28,Defective,1
902165,511210,3,2025-12-22,Defective,1
902166,512678,1,2026-03-24,No Longer Needed,2
902167,504918,1,2024-12-07,Defective,2
902168,504574,1,2024-11-25,No Longer Needed,5
902169,509703,2,2025-10-02,Wrong Item,4
902170,514319,4,2026-07-26,Damaged in Shipping,2
902171,506545,2,2025-03-02,Damaged in Shipping,4
902172,511591,1,2026-01-07,Defective,5
902173,510355,1,2025-11-15,Better Price Found,4
902174,512712,3,2026-04-05,Wrong Item,2
902175,503763,2,2024-10-08,Wrong Item,5
902176,510503,2,2025-12-11,Damaged in Shipping,1
902177,509732,5,2025-10-16,Wrong Item,6
902178,509521,4,2025-09-29,No Longer Needed,3
902179,510233,3,2025-11-23,Defective,3
902180,507035,3,2025-04-14,Defective,5
902181,508370,3,2025-07-21,Better Price Found,2
902182,509261,5,2025-09-11,Wrong Item,3
902183,506075,3,2025-02-06,Wrong Item,4
902184,509083,5,2025-08-18,Wrong Item,3
902185,507743,2,2025-05-27,No Longer Needed,3
902186,507021,1,2025-04-01,Damaged in Shipping,5
902187,511380,2,2026-01-16,Damaged in Shipping,2
902188,501612,2,2024-05-20,Better Price Found,1
902189,501122,3,2024-04-23,No Longer Needed,4
902190,500110,5,2024-02-01,Better Price Found,5
902191,512822,4,2026-04-13,Wrong Item,2
902192,500600,1,2024-03-16,Damaged in Shipping,3
902193,503864,4,2024-10-08,Damaged in Shipping,6
902194,506906,5,2025-04-05,Better Price Found,1
902195,507750,3,2025-06-15,Wrong Item,1
902196,511385,1,2025-12-29,Defective,2
902197,506809,5,2025-03-27,Better Price Found,4
902198,507147,2,2025-05-03,Defective,5
902199,505388,1,2024-12-24,Better Price Found,4
902200,502574,2,2024-07-02,Wrong Item,1
902201,501650,4,2024-05-26,Wrong Item,4
902202,505378,2,2024-12-28,Better Price Found,4
902203,504371,3,2024-11-18,Wrong Item,4
902204,505539,1,2024-12-20,Better Price Found,4
902205,505843,3,2025-01-08,Better Price Found,3
902206,505422,4,2024-12-18,Wrong Item,5
902207,509326,3,2025-09-27,No Longer Needed,6
902208,501953,1,2024-05-27,Better Price Found,1
902209,509567,3,2025-10-18,Defective,4
902210,510625,2,2025-12-03,Wrong Item,2
902211,514028,3,2026-06-27,Damaged in Shipping,4
902212,509541,2,2025-09-17,Better Price Found,5
902213,508959,4,2025-08-29,Defective,6
902214,500514,4,2024-03-08,Wrong Item,6
902215,505856,3,2025-01-06,Defective,5
902216,500967,2,2024-03-21,Wrong Item,3
902217,513777,3,2026-06-25,Defective,1
902218,509642,2,2025-10-23,Defective,3
902219,513900,3,2026-06-13,Defective,5
902220,509642,4,2025-10-20,Defective,6
902221,500380,2,2024-02-26,Better Price Found,1
902222,510267,5,2025-11-23,Defective,4
902223,513645,5,2026-05-31,Wrong Item,5
902224,504637,1,2024-11-21,Wrong Item,1
902225,512172,2,2026-03-01,Damaged in Shipping,2
902226,507757,2,2025-05-30,Wrong Item,3
902227,500776,1,2024-03-31,Better Price Found,1
902228,501945,2,2024-06-11,Damaged in Shipping,1
902229,501207,4,2024-04-24,Wrong Item,2
902230,504610,4,2024-11-10,No Longer Needed,3
902231,510042,1,2025-10-25,Damaged in Shipping,2
902232,505635,2,2024-12-26,Damaged in Shipping,4
902233,514620,2,2026-08-04,Damaged in Shipping,5
902234,510365,3,2025-11-09,Defective,5
902235,505274,1,2025-01-03,Defective,5
902236,502775,3,2024-07-30,Defective,5
902237,508057,1,2025-07-02,Wrong Item,2
902238,505729,1,2025-01-23,Damaged in Shipping,2
902239,513617,2,2026-06-07,No Longer Needed,4
902240,507736,4,2025-06-03,Better Price Found,4
902241,507277,3,2025-05-10,Better Price Found,4
902242,508193,3,2025-06-30,Wrong Item,4
902243,513378,4,2026-05-01,No Longer Needed,1
902244,512877,4,2026-04-16,Wrong Item,4
902245,505478,2,2024-12-24,Damaged in Shipping,1
902246,504913,5,2024-11-23,Wrong Item,3
902247,514637,1,2026-08-02,No Longer Needed,4
902248,505963,4,2025-01-16,Better Price Found,1
902249,514227,2,2026-06-27,Damaged in Shipping,6
902250,503535,1,2024-09-24,Damaged in Shipping,4
902251,509171,2,2025-09-06,Better Price Found,1
902252,502752,1,2024-07-14,Damaged in Shipping,4
902253,505012,2,2024-11-26,No Longer Needed,1
902254,500573,2,2024-03-14,Damaged in Shipping,1
902255,509988,2,2025-10-23,No Longer Needed,4
902256,506431,4,2025-02-25,Wrong Item,3
902257,513536,2,2026-05-30,No Longer Needed,1
902258,513007,1,2026-05-02,Better Price Found,4
902259,514092,2,2026-07-08,Damaged in Shipping,2
902260,514053,1,2026-06-19,Damaged in Shipping,5
902261,507921,2,2025-06-12,No Longer Needed,3
902262,504581,3,2024-11-07,Wrong Item,2
902263,502989,5,2024-08-14,Better Price Found,3
902264,501986,4,2024-06-12,Wrong Item,4
902265,504854,2,2024-12-12,Better Price Found,4
902266,501342,2,2024-05-04,Better Price Found,1
902267,507270,2,2025-04-29,Better Price Found,5
902268,507993,1,2025-07-01,No Longer Needed,5
902269,508760,1,2025-08-05,No Longer Needed,3
902270,514092,1,2026-06-21,Damaged in Shipping,5
902271,505949,3,2025-01-23,Defective,5
902272,511636,2,2026-01-21,Wrong Item,3
902273,506343,3,2025-02-24,No Longer Needed,4
902274,511821,5,2026-01-19,Damaged in Shipping,2
902275,507075,1,2025-04-05,Wrong Item,1
902276,501480,2,2024-05-17,Damaged in Shipping,6
902277,514496,2,2026-08-03,Wrong Item,6
902278,503572,1,2024-09-14,Defective,1
902279,514266,1,2026-07-25,No Longer Needed,5
902280,501634,2,2024-05-01,Better Price Found,6
902281,508677,3,2025-07-30,Wrong Item,5
902282,507396,1,2025-05-07,Defective,1
902283,506388,1,2025-02-11,Better Price Found,2
902284,505641,1,2025-01-06,Damaged in Shipping,3
902285,513810,1,2026-06-27,Damaged in Shipping,5
902286,505796,1,2025-01-07,Better Price Found,5
902287,512088,1,2026-02-04,Better Price Found,2
902288,503527,3,2024-09-27,Better Price Found,4
902289,514235,5,2026-07-17,Wrong Item,5
902290,508736,4,2025-08-12,Damaged in Shipping,1
902291,502901,1,2024-08-19,No Longer Needed,4
902292,509692,2,2025-10-27,Defective,4
902293,502659,4,2024-08-01,Defective,4
902294,507616,1,2025-05-31,Defective,5
902295,510315,1,2025-11-07,Damaged in Shipping,3
902296,504139,1,2024-10-29,No Longer Needed,2
902297,510093,4,2025-11-19,Wrong Item,1
902298,505369,3,2024-12-28,Wrong Item,2
902299,501600,2,2024-05-05,Better Price Found,5
902300,502063,1,2024-05-30,Better Price Found,3
902301,503596,1,2024-09-20,Damaged in Shipping,6
902302,511910,3,2026-01-24,Defective,5
902303,501914,2,2024-06-01,Defective,4
902304,506195,5,2025-02-03,Damaged in Shipping,2
